centre_id	centre_id_2	centre_ref	group	family	species	common	sex	age	dd	mm	yy	type	cause	fate	latitude	longitude	prop_urban
gower	NA	g967	owl	Strigidae	Strix aluco	tawny owl	NA	juv	4	9	2013	natural	infect	d	51.580995	-4.0522462	37.28105096
gower	NA	g968	raptor	Accipitridae	Buteo buteo	buzzard	NA	juv	7	9	2013	human	veh	r	51.811242	-4.2933641	3.085191083
gower	NA	g969	owl	Strigidae	Strix aluco	tawny owl	NA	ad	9	9	2013	human	veh	r	52.407216	-4.0609886	62.67914013
gower	NA	g97	owl	Strigidae	Strix aluco	tawny owl	NA	ad	4	7	2002	unknown	undet	r	51.512261	-3.4813387	10.7683121
gower	NA	g970	raptor	Accipitridae	Buteo buteo	buzzard	F	juv	10	9	2013	natural	metab	r	51.570489	-4.0358993	23.84189325
gower	NA	g971	raptor	Accipitridae	Accipiter nisus	sparrowhawk	M	juv	17	9	2013	natural	infect	d	51.617231	-3.9845437	84.59394904
gower	NA	g972	owl	Tytonidae	Tyto alba	barn owl	NA	ad	22	9	2013	unknown	trauma	r	51.495838	-3.5686827	67.9339172
gower	NA	g973	raptor	Falconidae	Falco peregrinus	peregrine falcon	M	juv	12	10	2013	natural	pred	d	51.792905	-3.7370297	9.952229299
gower	NA	g974	raptor	Accipitridae	Accipiter nisus	sparrowhawk	F	juv	12	10	2013	unknown	trauma	d	51.681682	-3.3769305	48.6066879
gower	NA	g975	raptor	Accipitridae	Accipiter nisus	sparrowhawk	F	juv	16	11	2013	unknown	trauma	d	51.882357	-3.9932966	25.67675159
gower	NA	g976	raptor	Accipitridae	Buteo buteo	buzzard	F	juv	27	11	2013	unknown	trauma	d	51.746029	-3.6193447	28.16480892
gower	NA	g977	raptor	Accipitridae	Accipiter nisus	sparrowhawk	F	ad	1	12	2013	unknown	trauma	d	51.580995	-4.0522462	37.28105096
gower	NA	g978	raptor	Accipitridae	Buteo buteo	buzzard	F	juv	8	12	2013	unknown	trauma	r	51.404145	-3.2693763	84.375
gower	NA	g98	owl	Strigidae	Strix aluco	tawny owl	NA	ad	14	7	2002	human	build	d	52.066656	-3.2851633	1.114649682
gower	NA	g981	raptor	Falconidae	Falco peregrinus	peregrine falcon	NA	juv	24	12	2013	unknown	trauma	d	51.882357	-3.9932966	25.67675159
gower	NA	g982	owl	Strigidae	Strix aluco	tawny owl	NA	ad	10	1	2014	unknown	undet	r	51.620386	-4.2577203	5.772292994
gower	NA	g983	raptor	Accipitridae	Milvus milvus	red kite	M	ad	20	1	2014	human	build	d	52.249497	-4.2294708	6.293538314
gower	NA	g984	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	6	2	2014	unknown	trauma	d	51.712613	-3.6934206	23.48726115
gower	NA	g985	owl	Tytonidae	Tyto alba	barn owl	M	ad	7	2	2014	human	veh	d	51.552661	-3.336971	43.69028662
gower	NA	g986	owl	Strigidae	Strix aluco	tawny owl	M	ad	14	2	2014	unknown	trauma	r	51.936928	-4.3041354	8.180732484
gower	NA	g987	raptor	Accipitridae	Buteo buteo	buzzard	NA	juv	3	3	2014	unknown	trauma	r	51.908891	-3.9116015	0.99522293
gower	NA	g988	owl	Strigidae	Strix aluco	tawny owl	NA	ad	12	3	2014	human	veh	d	51.820061	-4.0079571	25.67675159
gower	NA	g989	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	16	3	2014	unknown	trauma	d	51.777616	-4.1698836	25.61703822
gower	NA	g99	raptor	Accipitridae	Buteo buteo	buzzard	NA	juv	19	7	2002	human	elec	d	51.882357	-3.9932966	25.67675159
gower	NA	g990	owl	Strigidae	Strix aluco	tawny owl	NA	ad	6	4	2014	human	veh	r	51.556484	-4.1651093	7.390936044
gower	NA	g991	raptor	Accipitridae	Milvus milvus	red kite	NA	ad	7	4	2014	human	veh	r	51.933343	-3.7860879	0
gower	NA	g992	owl	Strigidae	Strix aluco	tawny owl	NA	juv	11	4	2014	natural	orph	c	51.750859	-3.5948894	7.205414013
gower	NA	g993	raptor	Accipitridae	Buteo buteo	buzzard	M	ad	14	4	2014	unknown	trauma	d	51.882357	-3.9932966	25.67675159
gower	NA	g994	owl	Strigidae	Strix aluco	tawny owl	NA	ad	21	4	2014	human	build	r	52.281951	-4.1768542	16.14667747
gower	NA	g995	owl	Strigidae	Strix aluco	tawny owl	NA	juv	25	4	2014	natural	orph	r	51.803705	-4.069601	34.6138535
gower	NA	g996	owl	Strigidae	Strix aluco	tawny owl	NA	juv	26	4	2014	natural	orph	r	51.855327	-4.0487352	0.656847134
gower	NA	g997	owl	Strigidae	Strix aluco	tawny owl	NA	juv	9	5	2014	natural	orph	r	51.522344	-3.3922978	44.36703822
gower	NA	g998	owl	Strigidae	Strix aluco	tawny owl	NA	ad	15	5	2014	unknown	trauma	d	53.297653	-3.56641	24.37267081
gower	NA	g999	owl	Strigidae	Strix aluco	tawny owl	NA	juv	15	5	2014	natural	orph	r	51.612787	-3.981461	72.27308917
secret_world	NA	sec1	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	17	10	2019	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec10	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	21	8	2019	unknown	undet	d	NA	NA	NA
secret_world	NA	sec100	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	18	8	2017	unknown	undet	d	51.199002	-2.478937	3.064066852
secret_world	NA	sec101	raptor	Accipitridae	Buteo buteo	buzzard	NA	juv	15	8	2017	unknown	undet	r	NA	NA	NA
secret_world	NA	sec102	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	15	8	2017	unknown	trauma	r	NA	NA	NA
secret_world	NA	sec103	raptor	Accipitridae	Buteo buteo	buzzard	NA	juv	14	8	2017	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec104	raptor	Falconidae	Falco tinnunculus	common kestrel	M	ad	1	8	2017	human	veh	r	51.152608	-2.988645	37.89808917
secret_world	NA	sec105	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	28	7	2017	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec106	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	26	7	2017	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec107	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	20	7	2017	unknown	trauma	d	51.123023	-3.229947	2.647292994
secret_world	NA	sec108	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	NA	17	7	2017	unknown	undet	d	NA	NA	NA
secret_world	NA	sec109	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	16	7	2017	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec11	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	17	8	2019	unknown	trauma	r	NA	NA	NA
secret_world	NA	sec110	raptor	Accipitridae	Buteo buteo	buzzard	NA	juv	15	7	2017	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec111	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	ad	10	7	2017	human	veh	d	50.931964	-2.823444	2.267754128
secret_world	NA	sec112	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	9	7	2017	human	veh	d	51.144939	-3.276807	3.315709008
secret_world	NA	sec113	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	6	7	2017	unknown	trauma	d	51.127203	-3.108084	3.758949881
secret_world	NA	sec114	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	5	7	2017	human	veh	r	51.063868	-3.029357	6.797910296
secret_world	NA	sec115	raptor	Accipitridae	Buteo buteo	buzzard	NA	juv	4	7	2017	unknown	undet	d	NA	NA	NA
secret_world	NA	sec116	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	ad	30	6	2017	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec117	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	28	6	2017	unknown	undet	d	51.00893	-2.646605	5.932176405
secret_world	NA	sec118	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	19	6	2017	unknown	undet	d	NA	NA	NA
secret_world	NA	sec119	raptor	Accipitridae	Buteo buteo	buzzard	NA	juv	2	6	2017	unknown	undet	r	NA	NA	NA
secret_world	NA	sec12	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	14	8	2019	unknown	trauma	r	NA	NA	NA
secret_world	NA	sec120	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	2	6	2017	human	veh	d	51.26946	-2.921301	6.811392153
secret_world	NA	sec121	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	30	5	2017	human	veh	d	51.147963	-2.965511	6.536468713
secret_world	NA	sec122	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	17	5	2017	unknown	trauma	r	NA	NA	NA
secret_world	NA	sec123	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	2	4	2017	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec124	raptor	Accipitridae	Buteo buteo	buzzard	NA	juv	26	3	2017	unknown	undet	d	51.12162	-3.043948	9.90237099
secret_world	NA	sec125	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	7	2	2017	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec126	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	30	1	2017	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec127	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	30	1	2017	unknown	trauma	r	NA	NA	NA
secret_world	NA	sec128	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	28	1	2017	unknown	undet	r	NA	NA	NA
secret_world	NA	sec129	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	13	1	2017	unknown	undet	d	51.006144	-3.069371	36.57905217
secret_world	NA	sec13	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	12	8	2019	unknown	undet	r	NA	NA	NA
secret_world	NA	sec130	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	8	1	2017	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec131	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	5	1	2017	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec132	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	2	1	2017	unknown	undet	d	51.209587	-2.643948	17.41055784
secret_world	NA	sec133	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	28	12	2016	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec134	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	24	12	2016	unknown	trauma	d	51.109448	-3.089761	0.994233446
secret_world	NA	sec135	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	25	12	2016	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec136	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	17	12	2016	unknown	undet	d	NA	NA	NA
secret_world	NA	sec137	raptor	Falconidae	Falco tinnunculus	common kestrel	F	ad	12	12	2016	unknown	undet	d	51.177953	-2.885646	0.298923874
secret_world	NA	sec138	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	ad	20	11	2016	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec139	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	20	11	2016	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec14	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	2	8	2019	human	veh	r	51.378413	-2.810074	32.78264331
secret_world	NA	sec140	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	11	11	2016	unknown	trauma	d	50.916813	-2.62403	9.492537313
secret_world	NA	sec141	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	1	11	2016	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec142	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	NA	22	10	2016	unknown	trauma	d	51.151609	-3.062729	19.85250149
secret_world	NA	sec143	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	3	10	2016	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec144	raptor	Accipitridae	Buteo buteo	buzzard	NA	juv	30	9	2016	unknown	undet	d	NA	NA	NA
secret_world	NA	sec145	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	23	9	2016	unknown	trauma	d	51.081404	-2.621193	5.050705906
secret_world	NA	sec146	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	23	9	2016	unknown	undet	d	NA	NA	NA
secret_world	NA	sec147	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	ad	18	9	2016	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec148	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	NA	9	9	2016	unknown	trauma	r	NA	NA	NA
secret_world	NA	sec149	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	9	9	2016	human	fen	d	51.288326	-2.823396	10.56085919
secret_world	NA	sec15	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	NA	31	7	2019	unknown	undet	d	NA	NA	NA
secret_world	NA	sec150	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	7	9	2016	human	veh	d	51.109709	-2.949089	6.322260089
secret_world	NA	sec151	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	juv	4	9	2016	unknown	trauma	r	51.121167	-2.575801	0.292928328
secret_world	NA	sec152	raptor	Accipitridae	Buteo buteo	buzzard	NA	juv	1	9	2016	natural	orph	d	NA	NA	NA
secret_world	NA	sec153	raptor	Accipitridae	Buteo buteo	buzzard	NA	juv	30	8	2016	human	fen	d	NA	NA	NA
secret_world	NA	sec154	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	21	8	2016	unknown	trauma	r	NA	NA	NA
secret_world	NA	sec155	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	16	8	2016	unknown	trauma	d	51.326902	-2.716209	10.70574163
secret_world	NA	sec156	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	13	8	2016	human	veh	d	51.527872	-2.570686	87.47763864
secret_world	NA	sec157	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	12	8	2016	human	veh	r	NA	NA	NA
secret_world	NA	sec158	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	11	8	2016	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec159	raptor	Accipitridae	Buteo buteo	buzzard	NA	juv	27	7	2016	human	veh	r	NA	NA	NA
secret_world	NA	sec16	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	30	7	2019	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec160	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	25	7	2016	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec161	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	16	7	2016	unknown	undet	r	51.057911	-3.187207	21.8756209
secret_world	NA	sec162	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	15	7	2016	unknown	undet	r	NA	NA	NA
secret_world	NA	sec163	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	13	7	2016	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec164	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	juv	12	7	2016	natural	orph	r	NA	NA	NA
secret_world	NA	sec165	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	juv	12	7	2016	natural	orph	r	NA	NA	NA
secret_world	NA	sec166	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	juv	12	7	2016	natural	orph	r	NA	NA	NA
secret_world	NA	sec167	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	juv	12	7	2016	natural	orph	r	NA	NA	NA
secret_world	NA	sec168	raptor	Accipitridae	Buteo buteo	buzzard	NA	juv	9	7	2016	unknown	undet	r	NA	NA	NA
secret_world	NA	sec169	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	juv	19	6	2016	human	veh	r	51.046534	-3.01998	9.219434488
secret_world	NA	sec17	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	NA	29	7	2019	human	veh	d	51.076988	-3.171634	2.009874184
secret_world	NA	sec170	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	NA	16	6	2016	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec171	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	juv	12	6	2016	natural	orph	r	NA	NA	NA
secret_world	NA	sec172	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	12	6	2016	unknown	trauma	r	51.36436	-2.754757	16.0572337
secret_world	NA	sec173	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	8	6	2016	human	veh	r	NA	NA	NA
secret_world	NA	sec174	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	juv	8	6	2016	human	build	r	NA	NA	NA
secret_world	NA	sec175	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	7	6	2016	unknown	trauma	r	50.528907	-3.608357	47.45411675
secret_world	NA	sec176	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	13	5	2016	unknown	trauma	r	NA	NA	NA
secret_world	NA	sec177	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	9	5	2016	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec178	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	23	4	2016	unknown	trauma	r	NA	NA	NA
secret_world	NA	sec179	raptor	Accipitridae	Buteo buteo	buzzard	F	ad	15	3	2016	human	veh	r	51.034075	-3.076322	37.6837505
secret_world	NA	sec18	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	26	6	2019	unknown	trauma	r	NA	NA	NA
secret_world	NA	sec180	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	ad	24	2	2016	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec181	raptor	Falconidae	Falco tinnunculus	common kestrel	M	ad	21	2	2016	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec182	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	ad	17	2	2016	human	elec	d	NA	NA	NA
secret_world	NA	sec183	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	16	2	2016	unknown	undet	d	51.254495	-2.752114	8.51910828
secret_world	NA	sec184	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	11	2	2016	unknown	undet	d	NA	NA	NA
secret_world	NA	sec185	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	3	2	2016	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec186	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	27	1	2016	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec187	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	27	1	2016	unknown	undet	r	51.275429	-2.783925	48.64541833
secret_world	NA	sec188	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	17	1	2016	human	build	d	NA	NA	NA
secret_world	NA	sec189	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	17	1	2016	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec19	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	25	6	2019	unknown	undet	d	51.288734	-2.792087	10.63321386
secret_world	NA	sec190	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	ad	7	1	2016	unknown	undet	r	51.320667	-3.004958	1.772908367
secret_world	NA	sec191	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	30	12	2015	unknown	undet	d	NA	NA	NA
secret_world	NA	sec192	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	15	12	2015	human	veh	r	51.14123	-3.055802	7.689243028
secret_world	NA	sec193	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	juv	9	12	2015	unknown	trauma	r	NA	NA	NA
secret_world	NA	sec194	raptor	Accipitridae	Buteo buteo	buzzard	F	juv	29	11	2015	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec195	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	juv	13	11	2015	human	veh	d	NA	NA	NA
secret_world	NA	sec196	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	ad	31	10	2015	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec197	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	ad	30	10	2015	human	veh	d	NA	NA	NA
secret_world	NA	sec198	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	ad	28	10	2015	human	build	d	51.1343	-2.974246	53.16229117
secret_world	NA	sec199	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	juv	25	10	2015	human	build	d	51.298663	-2.71587	0.896414343
secret_world	NA	sec2	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	juv	15	10	2019	unknown	trauma	d	51.036371	-2.667454	1.054097056
secret_world	NA	sec20	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	NA	13	6	2019	unknown	undet	r	51.305381	-2.990426	2.82474637
secret_world	NA	sec200	raptor	Falconidae	Falco tinnunculus	common kestrel	F	ad	20	10	2015	human	veh	d	NA	NA	NA
secret_world	NA	sec201	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	juv	12	10	2015	unknown	undet	r	NA	NA	NA
secret_world	NA	sec202	raptor	Falconidae	Falco tinnunculus	common kestrel	M	ad	11	10	2015	unknown	undet	d	51.371456	-2.869574	4.901374776
secret_world	NA	sec203	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	6	10	2015	natural	metab	r	51.153543	-2.773372	2.566306874
secret_world	NA	sec204	raptor	Falconidae	Falco tinnunculus	common kestrel	F	ad	4	10	2015	unknown	trauma	r	51.016436	-2.777395	0
secret_world	NA	sec205	raptor	Accipitridae	Buteo buteo	buzzard	NA	juv	3	10	2015	unknown	trauma	r	51.279373	-2.777815	50.16922158
secret_world	NA	sec206	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	29	9	2015	unknown	trauma	d	51.251366	-2.958528	8.541914978
secret_world	NA	sec207	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	27	9	2015	unknown	undet	r	NA	NA	NA
secret_world	NA	sec208	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	26	9	2015	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec209	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	21	9	2015	human	build	d	NA	NA	NA
secret_world	NA	sec21	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	10	5	2019	unknown	undet	r	51.485543	-2.636691	93.08213716
secret_world	NA	sec210	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	15	9	2015	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec211	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	4	9	2015	unknown	undet	r	NA	NA	NA
secret_world	NA	sec212	raptor	Accipitridae	Buteo buteo	buzzard	NA	juv	29	8	2015	human	veh	r	51.151525	-3.154248	16.60031847
secret_world	NA	sec213	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	24	8	2015	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec214	raptor	Accipitridae	Buteo buteo	buzzard	NA	juv	20	8	2015	unknown	undet	r	NA	NA	NA
secret_world	NA	sec215	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	10	8	2015	unknown	undet	r	NA	NA	NA
secret_world	NA	sec216	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	9	8	2015	human	build	r	NA	NA	NA
secret_world	NA	sec217	raptor	Falconidae	Falco tinnunculus	common kestrel	F	ad	5	8	2015	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec218	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	1	8	2015	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec219	raptor	Falconidae	Falco tinnunculus	common kestrel	F	ad	29	7	2015	natural	metab	d	51.05089	-3.437989	0.179140127
secret_world	NA	sec22	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	5	5	2019	unknown	trauma	d	51.485155	-2.767945	86.61495625
secret_world	NA	sec220	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	ad	29	7	2015	unknown	undet	r	NA	NA	NA
secret_world	NA	sec221	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	28	7	2015	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec222	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	18	7	2015	unknown	trauma	d	51.259466	-2.469099	1.335193304
secret_world	NA	sec223	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	15	7	2015	human	veh	d	51.138466	-2.974821	48.68630573
secret_world	NA	sec224	raptor	Accipitridae	Buteo buteo	buzzard	NA	juv	9	7	2015	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec225	raptor	Falconidae	Falco columbarius	merlin	NA	ad	2	7	2015	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec226	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	26	6	2015	unknown	undet	d	NA	NA	NA
secret_world	NA	sec227	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	23	6	2015	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec228	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	22	6	2015	unknown	undet	d	NA	NA	NA
secret_world	NA	sec229	raptor	Accipitridae	Buteo buteo	buzzard	M	ad	20	6	2015	human	pers	r	NA	NA	NA
secret_world	NA	sec23	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	ad	31	3	2019	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec230	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	19	6	2015	unknown	undet	r	NA	NA	NA
secret_world	NA	sec231	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	13	6	2015	natural	infect	d	NA	NA	NA
secret_world	NA	sec232	raptor	Accipitridae	Buteo buteo	buzzard	NA	NA	13	6	2015	unknown	undet	d	NA	NA	NA
secret_world	NA	sec233	raptor	Falconidae	Falco tinnunculus	common kestrel	NA	ad	11	6	2015	human	veh	d	51.136126	-2.629705	0.856744371
secret_world	NA	sec234	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	4	6	2015	unknown	undet	d	NA	NA	NA
secret_world	NA	sec235	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	21	5	2015	unknown	undet	d	NA	NA	NA
secret_world	NA	sec236	raptor	Accipitridae	Buteo buteo	buzzard	NA	juv	13	5	2015	human	build	d	NA	NA	NA
secret_world	NA	sec237	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	11	5	2015	unknown	undet	d	NA	NA	NA
secret_world	NA	sec238	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	29	4	2015	human	elec	d	51.023303	-3.102785	93.04919339
secret_world	NA	sec239	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	21	4	2015	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec24	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	28	3	2019	unknown	trauma	d	51.160809	-2.817205	2.918126792
secret_world	NA	sec240	raptor	Falconidae	Falco tinnunculus	common kestrel	M	ad	15	4	2015	unknown	trauma	r	NA	NA	NA
secret_world	NA	sec241	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	14	4	2015	human	veh	d	NA	NA	NA
secret_world	NA	sec242	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	22	3	2015	human	build	d	NA	NA	NA
secret_world	NA	sec243	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	18	3	2015	unknown	trauma	d	NA	NA	NA
secret_world	NA	sec244	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	16	3	2015	human	veh	d	51.467075	-2.785041	24.51695165
secret_world	NA	sec245	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	7	3	2015	unknown	undet	d	NA	NA	NA
secret_world	NA	sec246	raptor	Accipitridae	Buteo buteo	buzzard	NA	ad	3	3	2015	human	veh	d	51.023043	-2.663761	1.49551346
